tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	gene_biotype	gene_name	gene_source	protein_id	transcript_biotype	transcript_name	transcript_source	ensembl_canonical	seleno
XM_026444337	LOC408623	CM009931.2	+	13	7094	1233	427	5434	protein_coding		RefSeq	XP_026300122	protein_coding		RefSeq	False	False
XM_026444340	LOC408623	CM009931.2	+	13	7069	1212	423	5434	protein_coding		RefSeq	XP_026300125	protein_coding		RefSeq	False	False
XM_026444370	LOC408623	CM009931.2	+	11	6887	1077	376	5434	protein_coding		RefSeq	XP_026300155	protein_coding		RefSeq	False	False
XM_026444349	LOC408623	CM009931.2	+	13	7049	1194	421	5434	protein_coding		RefSeq	XP_026300134	protein_coding		RefSeq	False	False
XM_026444362	LOC408623	CM009931.2	+	11	6895	1092	369	5434	protein_coding		RefSeq	XP_026300147	protein_coding		RefSeq	False	False
XM_026444339	LOC408623	CM009931.2	+	14	7084	1221	429	5434	protein_coding		RefSeq	XP_026300124	protein_coding		RefSeq	False	False
XM_026444350	LOC408623	CM009931.2	+	12	7026	1185	407	5434	protein_coding		RefSeq	XP_026300135	protein_coding		RefSeq	False	False
XM_026444329	LOC408623	CM009931.2	+	14	7113	1242	437	5434	protein_coding		RefSeq	XP_026300114	protein_coding		RefSeq	True	False
XM_026444360	LOC408623	CM009931.2	+	12	6977	1119	424	5434	protein_coding		RefSeq	XP_026300145	protein_coding		RefSeq	False	False
XM_026444332	LOC408623	CM009931.2	+	14	6886	1242	210	5434	protein_coding		RefSeq	XP_026300117	protein_coding		RefSeq	False	False
XM_003251723	LOC100578543	CM009931.2	-	2	4645	480	4029	136	protein_coding		RefSeq	XP_003251771	protein_coding		RefSeq	True	False
XM_006570002	LOC409860	CM009931.2	-	5	3730	3102	206	422	protein_coding		RefSeq	XP_006570065	protein_coding		RefSeq	False	False
XM_393350	LOC409860	CM009931.2	-	4	3858	3150	285	423	protein_coding		RefSeq	XP_393350	protein_coding		RefSeq	True	False
XM_026441535	LOC409860	CM009931.2	-	4	3347	2961	285	101	protein_coding		RefSeq	XP_026297320	protein_coding		RefSeq	False	False
XM_016918080	LOC102655663	CM009931.2	+	4	1752	1299	416	37	protein_coding		RefSeq	XP_016773569	protein_coding		RefSeq	True	False
XM_006571013	LOC102653680	CM009931.2	-	1	5028	2067	947	2014	protein_coding		RefSeq	XP_006571076	protein_coding		RefSeq	True	False
XM_006571222	LOC551647	CM009931.2	+	17	4590	3501	742	347	protein_coding		RefSeq	XP_006571285	protein_coding		RefSeq	False	False
XM_624037	LOC551647	CM009931.2	+	17	12210	3729	741	7740	protein_coding		RefSeq	XP_624040	protein_coding		RefSeq	True	False
XM_006571221	LOC551647	CM009931.2	+	17	4410	3537	743	130	protein_coding		RefSeq	XP_006571284	protein_coding		RefSeq	False	False
XM_026442610	LOC551647	CM009931.2	+	16	11209	2736	733	7740	protein_coding		RefSeq	XP_026298395	protein_coding		RefSeq	False	False
XM_016917796	LOC551647	CM009931.2	+	12	3564	2691	746	127	protein_coding		RefSeq	XP_016773285	protein_coding		RefSeq	False	False
XR_001706421	LOC551647	CM009931.2	+	17	4407	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
GeneID_107966081_t1	GeneID_107966081	CM009931.2	-	1	73	0	0	0	tRNA	TRNAR-UCG	RefSeq		tRNA	TRNAR-UCG_t1	RefSeq	True	False
XM_026439373	LOC725068	CM009931.2	+	21	14510	13923	174	413	protein_coding		RefSeq	XP_026295158	protein_coding		RefSeq	False	False
XM_026439360	LOC725068	CM009931.2	+	22	14546	13959	174	413	protein_coding		RefSeq	XP_026295145	protein_coding		RefSeq	False	False
XM_026439357	LOC725068	CM009931.2	+	22	14548	13962	173	413	protein_coding		RefSeq	XP_026295142	protein_coding		RefSeq	False	False
XM_026439353	LOC725068	CM009931.2	+	23	14576	13989	174	413	protein_coding		RefSeq	XP_026295138	protein_coding		RefSeq	False	False
XM_026439342	LOC725068	CM009931.2	+	23	14578	13992	173	413	protein_coding		RefSeq	XP_026295127	protein_coding		RefSeq	True	False
XM_026439368	LOC725068	CM009931.2	+	21	14512	13926	173	413	protein_coding		RefSeq	XP_026295153	protein_coding		RefSeq	False	False
XM_026439363	LOC725068	CM009931.2	+	22	14542	13956	173	413	protein_coding		RefSeq	XP_026295148	protein_coding		RefSeq	False	False
XM_026439350	LOC725068	CM009931.2	+	23	14575	13989	173	413	protein_coding		RefSeq	XP_026295135	protein_coding		RefSeq	False	False
XM_026439369	LOC725068	CM009931.2	+	21	14509	13923	173	413	protein_coding		RefSeq	XP_026295154	protein_coding		RefSeq	False	False
XM_026439366	LOC725068	CM009931.2	+	22	14540	13953	174	413	protein_coding		RefSeq	XP_026295151	protein_coding		RefSeq	False	False
XM_026439764	LOC726647	CM009931.2	+	5	3002	2952	28	22	protein_coding		RefSeq	XP_026295549	protein_coding		RefSeq	True	False
XM_006571125	LOC724904	CM009931.2	+	3	507	267	207	33	protein_coding		RefSeq	XP_006571188	protein_coding		RefSeq	False	False
XM_001120805	LOC724904	CM009931.2	+	3	1331	315	983	33	protein_coding		RefSeq	XP_001120805	protein_coding		RefSeq	True	False
XM_016915281	LOC413551	CM009931.2	+	6	1489	1017	376	96	protein_coding		RefSeq	XP_016770770	protein_coding		RefSeq	False	False
XM_396993	LOC413551	CM009931.2	+	7	1532	1017	419	96	protein_coding		RefSeq	XP_396993	protein_coding		RefSeq	True	False
XR_412205	LOC413551	CM009931.2	+	6	1795	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_016917914	LOC724281	CM009931.2	+	2	3943	1629	856	1458	protein_coding		RefSeq	XP_016773403	protein_coding		RefSeq	True	False
XR_001706459	LOC724281	CM009931.2	+	3	3879	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_001706460	LOC724281	CM009931.2	+	3	3899	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_026446243	LOC409327	CM009931.2	+	5	4217	597	71	3549	protein_coding		RefSeq	XP_026302028	protein_coding		RefSeq	False	False
XM_026446238	LOC409327	CM009931.2	+	5	4265	597	71	3597	protein_coding		RefSeq	XP_026302023	protein_coding		RefSeq	True	False
XM_006558576	LOC409327	CM009931.2	+	4	1391	531	96	764	protein_coding		RefSeq	XP_006558639	protein_coding		RefSeq	False	False
XM_397559	LOC409327	CM009931.2	+	4	1431	528	139	764	protein_coding		RefSeq	XP_397559	protein_coding		RefSeq	False	False
XM_006558577	LOC409327	CM009931.2	+	4	2870	528	388	1954	protein_coding		RefSeq	XP_006558640	protein_coding		RefSeq	False	False
XM_016917455	LOC411976	CM009931.2	+	9	2252	1206	920	126	protein_coding		RefSeq	XP_016772944	protein_coding		RefSeq	False	False
XM_016917456	LOC411976	CM009931.2	+	9	1668	1206	336	126	protein_coding		RefSeq	XP_016772945	protein_coding		RefSeq	False	False
XM_006572229	LOC411976	CM009931.2	+	8	1876	1206	544	126	protein_coding		RefSeq	XP_006572292	protein_coding		RefSeq	False	False
XM_006572227	LOC411976	CM009931.2	+	8	1522	1434	88	0	protein_coding		RefSeq	XP_006572290	protein_coding		RefSeq	False	False
XM_624825	LOC411976	CM009931.2	+	8	1525	1437	88	0	protein_coding		RefSeq	XP_624828	protein_coding		RefSeq	True	False
XM_006572230	LOC411976	CM009931.2	+	9	1898	1206	566	126	protein_coding		RefSeq	XP_006572293	protein_coding		RefSeq	False	False
XR_003306165	LOC107966071	CM009931.2	-	4	2446	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_003251546	LOC100578952	CM009931.2	-	4	1540	1332	163	45	protein_coding		RefSeq	XP_003251594	protein_coding		RefSeq	True	False
NR_039467	GeneID_100629067	CM009931.2	-	1	69	0	0	0	miRNA	Mir3771	RefSeq		pre_miRNA		RefSeq	True	False
GeneID_100629067_t1	GeneID_100629067	CM009931.2	-	1	23	0	0	0	miRNA	Mir3771	RefSeq		miRNA	Mir3771_t1	RefSeq	False	False
XM_624813	LOC552440	CM009931.2	-	3	1581	597	298	686	protein_coding		RefSeq	XP_624816	protein_coding		RefSeq	True	False
XM_026446050	LOC113219395	CM009931.2	-	2	1143	396	238	509	protein_coding		RefSeq	XP_026301835	protein_coding		RefSeq	True	False
XR_412124	LOC410702	CM009931.2	-	9	1678	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_394179	LOC410702	CM009931.2	-	9	1946	1218	491	237	protein_coding		RefSeq	XP_394179	protein_coding		RefSeq	True	False
XM_003251455	LOC409481	CM009931.2	+	5	2262	549	419	1294	protein_coding		RefSeq	XP_003251503	protein_coding		RefSeq	True	False
XM_392990	LOC409481	CM009931.2	+	5	803	549	156	98	protein_coding		RefSeq	XP_392990	protein_coding		RefSeq	False	False
XM_016914622	LOC408600	CM009931.2	+	11	1985	1605	109	271	protein_coding		RefSeq	XP_016770111	protein_coding		RefSeq	True	False
XM_026443787	LOC113219103	CM009931.2	-	2	1063	591	0	472	protein_coding		RefSeq	XP_026299572	protein_coding		RefSeq	True	False
XM_026442781	LOC411836	CM009931.2	-	6	1222	873	330	19	protein_coding		RefSeq	XP_026298566	protein_coding		RefSeq	True	False
XM_026442783	LOC411836	CM009931.2	-	7	1220	873	330	17	protein_coding		RefSeq	XP_026298568	protein_coding		RefSeq	False	False
XM_026442785	LOC411836	CM009931.2	-	6	1168	819	330	19	protein_coding		RefSeq	XP_026298570	protein_coding		RefSeq	False	False
XM_016911857	LOC726119	CM009931.2	-	15	4741	3180	1113	448	protein_coding		RefSeq	XP_016767346	protein_coding		RefSeq	False	False
XM_026446012	LOC726119	CM009931.2	-	14	4699	3144	1109	446	protein_coding		RefSeq	XP_026301797	protein_coding		RefSeq	False	False
XM_026446013	LOC726119	CM009931.2	-	14	4143	2832	1109	202	protein_coding		RefSeq	XP_026301798	protein_coding		RefSeq	False	False
XM_026446011	LOC726119	CM009931.2	-	15	4862	3306	1110	446	protein_coding		RefSeq	XP_026301796	protein_coding		RefSeq	True	False
XM_016911850	LOC726119	CM009931.2	-	15	4857	3300	1110	447	protein_coding		RefSeq	XP_016767339	protein_coding		RefSeq	False	False
XM_016911847	LOC726119	CM009931.2	-	14	4767	3306	1015	446	protein_coding		RefSeq	XP_016767336	protein_coding		RefSeq	False	False
XR_001705753	LOC107965622	CM009931.2	+	2	627	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026441090	LOC113218813	CM009931.2	-	2	821	312	84	425	protein_coding		RefSeq	XP_026296875	protein_coding		RefSeq	True	False
XR_001704761	LOC100577074	CM009931.2	+	4	1498	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001704760	LOC100577074	CM009931.2	+	5	4796	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003306502	LOC100577074	CM009931.2	+	4	1277	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_001704762	LOC100577074	CM009931.2	+	5	1618	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XM_006571724	LOC100577882	CM009931.2	+	4	3937	1110	446	2381	protein_coding		RefSeq	XP_006571787	protein_coding		RefSeq	True	False
XM_006571725	LOC100577882	CM009931.2	+	4	4167	1044	742	2381	protein_coding		RefSeq	XP_006571788	protein_coding		RefSeq	False	False
XM_623599	LOC551204	CM009931.2	+	2	1441	1065	32	344	protein_coding		RefSeq	XP_623602	protein_coding		RefSeq	True	False
XM_016917955	LOC409027	CM009931.2	-	13	5401	2367	0	3034	protein_coding		RefSeq	XP_016773444	protein_coding		RefSeq	True	False
XR_001706490	LOC409027	CM009931.2	-	14	4746	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_016917959	LOC409027	CM009931.2	-	13	5414	2277	103	3034	protein_coding		RefSeq	XP_016773448	protein_coding		RefSeq	False	False
XM_006571158	LOC409027	CM009931.2	-	13	5515	2067	414	3034	protein_coding		RefSeq	XP_006571221	protein_coding		RefSeq	False	False
XM_006571157	LOC409027	CM009931.2	-	13	4837	2277	0	2560	protein_coding		RefSeq	XP_006571220	protein_coding		RefSeq	False	False
XM_016917963	LOC409027	CM009931.2	-	13	5527	2067	426	3034	protein_coding		RefSeq	XP_016773452	protein_coding		RefSeq	False	False
XM_006557355	LOC410766	CM009931.2	+	9	2938	1938	223	777	protein_coding		RefSeq	XP_006557418	protein_coding		RefSeq	False	False
XM_026446332	LOC410766	CM009931.2	+	10	3374	2064	533	777	protein_coding		RefSeq	XP_026302117	protein_coding		RefSeq	True	False
XM_006557354	LOC410766	CM009931.2	+	11	3327	2064	486	777	protein_coding		RefSeq	XP_006557417	protein_coding		RefSeq	False	False
XM_006568112	LOC551581	CM009931.2	-	9	1438	1218	188	32	protein_coding		RefSeq	XP_006568175	protein_coding		RefSeq	False	False
XM_006568109	LOC551581	CM009931.2	-	10	1601	1425	144	32	protein_coding		RefSeq	XP_006568172	protein_coding		RefSeq	False	False
XM_006568110	LOC551581	CM009931.2	-	11	1722	1425	265	32	protein_coding		RefSeq	XP_006568173	protein_coding		RefSeq	True	False
XR_001706185	LOC551581	CM009931.2	-	11	2013	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_001706186	LOC551581	CM009931.2	-	11	1959	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_006568111	LOC551581	CM009931.2	-	9	1653	1218	403	32	protein_coding		RefSeq	XP_006568174	protein_coding		RefSeq	False	False
XM_016917322	LOC551581	CM009931.2	-	10	1560	1218	310	32	protein_coding		RefSeq	XP_016772811	protein_coding		RefSeq	False	False
XM_006570830	LOC412626	CM009931.2	-	6	1478	705	143	630	protein_coding		RefSeq	XP_006570893	protein_coding		RefSeq	True	False
XR_001706388	LOC107965980	CM009931.2	-	2	111	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001706027	LOC107965716	CM009931.2	+	2	1089	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_625002	LOC552628	CM009931.2	-	3	855	525	141	189	protein_coding		RefSeq	XP_625005	protein_coding		RefSeq	True	False
XM_006559863	LOC726291	CM009931.2	+	11	3498	2781	402	315	protein_coding		RefSeq	XP_006559926	protein_coding		RefSeq	False	False
XM_001122042	LOC726291	CM009931.2	+	13	3978	3375	288	315	protein_coding		RefSeq	XP_001122042	protein_coding		RefSeq	True	False
XM_006559861	LOC726291	CM009931.2	+	13	3988	3372	301	315	protein_coding		RefSeq	XP_006559924	protein_coding		RefSeq	False	False
XM_006562757	LOC726088	CM009931.2	+	10	2332	1773	75	484	protein_coding		RefSeq	XP_006562820	protein_coding		RefSeq	False	False
XM_001120202	LOC726088	CM009931.2	+	10	2337	1773	75	489	protein_coding		RefSeq	XP_001120202	protein_coding		RefSeq	True	False
XM_006571272	LOC411700	CM009931.2	-	2	2448	2157	133	158	protein_coding		RefSeq	XP_006571335	protein_coding		RefSeq	True	False
XM_006567937	LOC408602	CM009931.2	+	14	7378	3693	15	3670	protein_coding		RefSeq	XP_006568000	protein_coding		RefSeq	False	False
XM_026444029	LOC408602	CM009931.2	+	15	9213	3636	1907	3670	protein_coding		RefSeq	XP_026299814	protein_coding		RefSeq	False	False
XM_026444047	LOC408602	CM009931.2	+	15	7570	3255	645	3670	protein_coding		RefSeq	XP_026299832	protein_coding		RefSeq	False	False
XM_026444016	LOC408602	CM009931.2	+	14	9301	3723	1908	3670	protein_coding		RefSeq	XP_026299801	protein_coding		RefSeq	True	False
XM_006567938	LOC408602	CM009931.2	+	12	7484	3264	550	3670	protein_coding		RefSeq	XP_006568001	protein_coding		RefSeq	False	False
XM_026444045	LOC408602	CM009931.2	+	15	7643	3255	718	3670	protein_coding		RefSeq	XP_026299830	protein_coding		RefSeq	False	False
XM_006567939	LOC408602	CM009931.2	+	11	7758	3264	824	3670	protein_coding		RefSeq	XP_006568002	protein_coding		RefSeq	False	False
XM_026444019	LOC408602	CM009931.2	+	14	9091	3711	1710	3670	protein_coding		RefSeq	XP_026299804	protein_coding		RefSeq	False	False
XM_006567940	LOC408602	CM009931.2	+	14	7376	3255	451	3670	protein_coding		RefSeq	XP_006568003	protein_coding		RefSeq	False	False
XM_026441778	LOC724798	CM009931.2	+	9	1705	1404	71	230	protein_coding		RefSeq	XP_026297563	protein_coding		RefSeq	True	False
XM_026441784	LOC724798	CM009931.2	+	8	1326	1131	71	124	protein_coding		RefSeq	XP_026297569	protein_coding		RefSeq	False	False
XM_016917143	LOC551280	CM009931.2	+	3	3229	1107	641	1481	protein_coding		RefSeq	XP_016772632	protein_coding		RefSeq	False	False
XM_623675	LOC551280	CM009931.2	+	4	3382	1260	641	1481	protein_coding		RefSeq	XP_623678	protein_coding		RefSeq	True	False
XR_001705587	LOC107965530	CM009931.2	+	3	491	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006571686	LOC725388	CM009931.2	+	7	4289	3702	433	154	protein_coding		RefSeq	XP_006571749	protein_coding		RefSeq	True	False
XR_001706438	LOC107966045	CM009931.2	-	2	2328	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_016912778	LOC102655811	CM009931.2	-	3	699	354	274	71	protein_coding		RefSeq	XP_016768267	protein_coding		RefSeq	True	False
XM_006563287	LOC102655811	CM009931.2	-	3	601	300	274	27	protein_coding		RefSeq	XP_006563350	protein_coding		RefSeq	False	False
XR_003304818	LOC107966060	CM009931.2	+	6	2315	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_003304819	LOC107966060	CM009931.2	+	5	2036	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_411592	LOC726014	CM009931.2	-	7	3102	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XR_411591	LOC726014	CM009931.2	-	7	3290	0	0	0	protein_coding		RefSeq		nontranslating_CDS		RefSeq	False	False
XM_006569620	LOC726014	CM009931.2	-	6	3476	1521	210	1745	protein_coding		RefSeq	XP_006569683	protein_coding		RefSeq	True	False
XR_003306113	LOC102655431	CM009931.2	+	3	1654	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XR_001703451	LOC102655431	CM009931.2	+	4	1515	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XR_003306121	LOC102655431	CM009931.2	+	3	1651	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	False	False
XM_001120941	LOC725045	CM009931.2	-	4	709	651	37	21	protein_coding		RefSeq	XP_001120941	protein_coding		RefSeq	True	False
XR_003304214	LOC113218608	CM009931.2	-	2	1000	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006571638	LOC552197	CM009931.2	+	10	1742	1149	434	159	protein_coding		RefSeq	XP_006571701	protein_coding		RefSeq	False	False
XM_624574	LOC552197	CM009931.2	+	10	1746	1149	438	159	protein_coding		RefSeq	XP_624577	protein_coding		RefSeq	True	False
XR_001706492	LOC107966072	CM009931.2	+	2	2105	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_026445097	LOC726348	CM009931.2	+	7	2977	2433	184	360	protein_coding		RefSeq	XP_026300882	protein_coding		RefSeq	True	False
NM_001040264	GeneID_551388	CM009931.2	+	8	1566	1050	219	297	protein_coding	Akhr	RefSeq	NP_001035354	protein_coding		RefSeq	True	False
XM_016917552	LOC410688	CM009931.2	+	8	3896	2766	161	969	protein_coding		RefSeq	XP_016773041	protein_coding		RefSeq	False	False
XM_006571163	LOC410688	CM009931.2	+	8	3908	2778	161	969	protein_coding		RefSeq	XP_006571226	protein_coding		RefSeq	True	False
XM_026440558	LOC113218757	CM009931.2	+	5	853	741	60	52	protein_coding		RefSeq	XP_026296343	protein_coding		RefSeq	True	False
XM_397545	LOC409096	CM009931.2	-	8	2365	1608	361	396	protein_coding		RefSeq	XP_397545	protein_coding		RefSeq	True	False
XM_026445452	LOC413574	CM009931.2	-	13	4056	2574	841	641	protein_coding		RefSeq	XP_026301237	protein_coding		RefSeq	True	False
XM_006570623	LOC411850	CM009931.2	+	9	4456	2202	106	2148	protein_coding		RefSeq	XP_006570686	protein_coding		RefSeq	False	False
XM_026446107	LOC411850	CM009931.2	+	9	4377	2214	15	2148	protein_coding		RefSeq	XP_026301892	protein_coding		RefSeq	True	False
XR_003304554	LOC100576697	CM009931.2	+	2	5825	0	0	0	lncRNA		RefSeq		lncRNA		RefSeq	True	False
XM_006570110	LOC410723	CM009931.2	-	4	4511	1806	2355	350	protein_coding		RefSeq	XP_006570173	protein_coding		RefSeq	True	False
XM_003250519	LOC410744	CM009931.2	-	2	3978	1878	981	1119	protein_coding		RefSeq	XP_003250567	protein_coding		RefSeq	True	False
XM_003251370	LOC100577296	CM009931.2	+	3	1384	822	143	419	protein_coding		RefSeq	XP_003251418	protein_coding		RefSeq	True	False
XM_006569597	LOC100577296	CM009931.2	+	3	1319	675	225	419	protein_coding		RefSeq	XP_006569660	protein_coding		RefSeq	False	False
XM_006571538	LOC551208	CM009931.2	+	8	1304	936	217	151	protein_coding		RefSeq	XP_006571601	protein_coding		RefSeq	False	False
XM_006571537	LOC551208	CM009931.2	+	7	1183	951	81	151	protein_coding		RefSeq	XP_006571600	protein_coding		RefSeq	True	False
XM_006571539	LOC551208	CM009931.2	+	7	1284	936	197	151	protein_coding		RefSeq	XP_006571602	protein_coding		RefSeq	False	False
XM_006571541	LOC551208	CM009931.2	+	7	979	798	81	100	protein_coding		RefSeq	XP_006571604	protein_coding		RefSeq	False	False
XM_006571540	LOC551208	CM009931.2	+	7	1186	918	117	151	protein_coding		RefSeq	XP_006571603	protein_coding		RefSeq	False	False
XM_026440850	LOC551208	CM009931.2	+	8	1294	936	207	151	protein_coding		RefSeq	XP_026296635	protein_coding		RefSeq	False	False
XM_003251651	LOC100578913	CM009931.2	+	3	2190	1410	246	534	protein_coding		RefSeq	XP_003251699	protein_coding		RefSeq	False	False
XM_026441441	LOC100578913	CM009931.2	+	3	2209	1410	265	534	protein_coding		RefSeq	XP_026297226	protein_coding		RefSeq	True	False
XM_026444994	LOC100577425	CM009931.2	+	10	2369	1698	262	409	protein_coding		RefSeq	XP_026300779	protein_coding		RefSeq	True	False
XM_026446327	LOC101664701	CM009931.2	+	7	2164	1359	623	182	protein_coding		RefSeq	XP_026302112	protein_coding		RefSeq	True	False
XM_016917573	LOC101664701	CM009931.2	+	6	1994	1185	627	182	protein_coding		RefSeq	XP_016773062	protein_coding		RefSeq	False	False
NM_001278334	LOC101664701	CM009931.2	+	7	2022	1359	316	347	protein_coding		RefSeq	NP_001265263	protein_coding		RefSeq	False	False
XM_026441798	LOC727452	CM009931.2	+	12	1506	1242	143	121	protein_coding		RefSeq	XP_026297583	protein_coding		RefSeq	False	False
